23931
(1,0,-0)
(3,1168.2138993276749,1098.2722904682159)
(8,6218.0202979637543,-2100.5833592424169)
(9,879.88545453851111,596.22719666734338)
(11,-870.76747055351734,969.50856541376561)
(12,1220.8090996305691,-189.92093470878899)
(13,2206.3297344811726,23.350934594869614)
(17,4958.8489486408653,-2312.6320843528956)
(21,4553.4322460948024,-192.70080787502229)
(23,-2044.2075314336689,-259.8625435680151)
(26,-100.74260354007129,1425.741349437274)
(27,3846.0101227818523,-553.75073468964547)
(30,2411.373179213726,1440.1966899009421)
(32,4306.3571190903895,-188.3642057357356)
(34,6371.1357119532768,343.14754362497479)
(37,2602.7396479690215,327.02427926193923)
(39,6065.0160789007787,-159.67591466195881)
(40,2564.3773982767016,892.45048124995083)
(47,234.28771044022869,736.99997380003333)
(48,6137.0703913664911,20.904646208509803)
(50,6157.975037575583,109.63819767069072)
(53,2065.0009827160975,-936.15008742082864)
(57,2129.9388198765228,226.72645542863756)
(60,-1084.9288992710644,-1220.1419300707057)
(62,1418.4024842779618,747.11871212441474)
(66,2249.5845609459793,1414.955441551283)
(68,5088.9470128150424,1071.5855080736801)
(69,3235.1051957966993,-2017.0759693328291)
(71,6170.0952845799038,-130.87642866186798)
(73,-670.72779752011411,959.72341186925769)
(74,-1722.8541934307432,-677.39949311874807)
(75,4233.07966243173,-231.17425249423832)
(76,2087.4623578982428,-424.31984007544816)
(80,2551.1452020059805,348.26251025125384)
(81,294.22177590150386,868.98835172783583)
(82,1483.5627112917136,669.72704318072647)
(83,2821.6824585322756,-1820.2609491711482)
(84,268.202163066715,94.293297794647515)
(88,-95.294052134384401,381.28740346431732)
(89,2816.2339071265887,665.9464156748727)
(91,4873.6736348310951,1268.7341130143031)
(92,1796.1316500894027,1378.8170903930441)
(93,2873.3880994220963,907.2394064925611)
(94,329.24817779439036,-875.77124225255102)
(96,555.41865858947858,667.39194971974939)
(97,4320.7012646277435,886.66834506392479)
(98,2884.5075920864474,1033.4456482343376)
(100,2960.3425320580136,-1801.8025913480669)
(101,2292.3946077043656,1217.5844467580318)
(102,4065.7312978317495,-33.580867846496403)
(109,1721.6310492377961,258.41700952127576)
(111,2657.0027721716324,566.87173603381962)
(113,2474.6430924746674,1232.9293466350064)
(116,2538.2465905153658,372.16941947955638)
(124,2323.1956023846287,345.26024723146111)
(125,357.15810438233893,920.58279769029468)
(126,2275.4929788542213,1266.7326043350622)
(127,1896.0958891429473,1348.4608754189685)
(128,-1789.0151747843483,-1210.3567765261978)
(131,156.34006686217617,787.70486035011709)
(133,3348.7464108276181,640.14919269271195)
(134,2910.0824252146995,607.90266396570951)
(137,-153.89377847604919,683.0704343765974)
(141,2020.0782323516905,1480.5604482721537)
(143,2534.9107427159324,232.3973966864869)
(144,6748.976072691381,-37.695080132223666)
(146,6370.1349576134235,-1023.104520057328)
(148,463.68284410785418,-125.98385188914835)
(149,436.21769722655881,-379.84186941757798)
(153,-232.84217639360577,1440.3078848272562)
(155,1481.3388127589133,-1668.1462895218283)
(158,-985.40943992405664,-687.62942637037486)
(163,1828.6005686696153,1486.2313895309344)
(164,4325.3714515465545,-956.6099539231509)
(169,5653.2612655360717,-1110.9485121052712)
(170,256.86028054880444,-470.4657346336171)
(173,872.76897923322394,606.56832484621555)
(174,-802.04900588723831,-269.7588920397684)
(177,2627.3137267577695,679.51219672523439)
(180,1001.7550941407681,630.47523407358676)
(183,241.07060096529312,893.22884573601186)
(184,5688.1764725024113,-2047.7657690858468)
(185,-88.177576829097234,394.96437944192439)
(189,304.8964888593182,684.7383582778275)
(190,4260.7671991662355,-1932.790214936249)
(194,1622.7787594505353,-625.91624208167195)
(195,3269.242038276745,-1852.0626981919631)
(197,3257.7889608321711,811.50057465210557)
(199,5142.9877471639775,122.75919901579618)
(200,6378.6969669649843,-35.471181600354612)
(201,772.35996047302615,-1320.1061691241339)
(202,2883.2844478932675,1112.2828512256965)
(203,4795.725991253159,-978.40415954496711)
(209,2834.0250953898067,1002.5334586268291)
(211,524.28407912899274,-469.46498029399663)
(212,2389.4677786647808,1394.4955750489607)
(213,2198.6572845428018,1506.5800611069426)
(215,4350.3903100416064,-953.94127568416297)
(217,2377.0139468807029,1227.0360155226663)
(221,793.15341175568756,654.15975344926119)
(222,2529.7957760903519,1139.4144133264199)
(225,2341.2091805012897,202.37476649321616)
(233,3140.4783132222947,-814.39164274465293)
(236,-717.54086163744796,291.10831795539707)
(239,2297.1759895498399,1113.8395801987499)
(241,-261.75285732129123,1610.4361225934699)
(243,3055.6365841922816,650.1567360907793)
(247,2526.0151485843817,862.76143583562225)
(249,431.10273060086183,536.18193627987057)
(250,-255.19235664932057,1134.0770568475127)
(253,2860.0447082245955,593.89210320822895)
(254,5827.2813257348025,739.33506725914776)
(257,3800.3090079311514,326.57949955482036)
(259,2821.0152889722958,1287.0812759110704)
(261,-1187.3394267106196,-1832.7147809555754)
(262,-907.12821156624705,1628.0049210032448)
(264,-176.24395873164758,1457.9878781633452)
(265,2951.8917176329996,1245.2719834921882)
(267,-623.24756384280045,-1212.4694801326841)
(269,1732.7505419021472,1474.111142527312)
(272,2664.2304424034664,528.62068126816303)
(273,3154.488873979426,1267.7333586746827)
(275,1912.9975179928588,923.91864548902959)
(277,-521.83779074286576,1064.4690327681601)
(278,-233.73173580691218,1437.083231953904)
(279,5076.4931810306152,-1641.4595071272925)
(284,4527.5238281863276,-179.57980653084815)
(285,511.49666256504133,-511.94144227169454)
(286,-210.15841135813389,1349.1280449787155)
(287,1971.9308291143971,727.88198981527239)
(293,5651.8157314895652,-1063.2458885749802)
(294,911.68720355862752,-2149.7315168194473)
(296,4999.1015120859956,-571.09714324679226)
(297,4746.5778336761286,-946.49121559876949)
(299,-863.53980032168329,-1327.3338393559679)
(301,5465.0082547266502,596.56078144721687)
(303,-854.53301126335282,408.08538078516722)
(306,-2214.8917438329663,-2473.0863635018468)
(307,6719.5094171306118,-1042.5636322200298)
(308,2134.6090067955665,1005.090941939503)
(312,5159.1110115274787,287.99486000929028)
(314,2826.7974251578562,1114.7291396120563)
(316,3438.2583267763257,773.69429959263653)
(317,2300.8454221293796,1451.8721571974456)
(319,3122.3535401792033,-2075.6756956735626)
(320,2529.462191310362,221.61148880328983)
(321,1313.6568633788265,-735.66563468053937)
(322,4325.7050363266608,-182.80445940326899)
(324,1423.072671197122,790.59592844266444)
(326,-307.34277724556159,1649.1319570653141)
(327,-1597.871095882263,231.8414220539853)
(330,4573.7809176706942,-829.18056798819453)
(331,-2116.2618438992649,-270.20367174595594)
(333,2498.9947814097395,1102.4976976811886)
(337,-983.85271095111966,-363.94099490717053)
(338,2338.2069174816133,1441.5310290195048)
(339,-300.55988672038075,1487.4545337241143)
(341,1320.5509488305543,-748.56424617115408)
(342,16.679238996701315,138.10409889183939)
(346,4400.8728067382472,-739.22387233376503)
(351,2631.7615238232538,426.09895890112966)
(353,1780.3419705058914,995.19459346868098)
(355,1792.7958022903185,898.3438123613596)
(356,4625.7089484136086,554.41790424939245)
(357,258.08342474198435,623.91473340243101)
(359,2416.7105356929824,792.70863204915076)
(360,3075.2068912818795,1173.9960355125368)
(361,7227.4478420428932,-201.81879185978323)
(362,2343.9890536671737,-467.46347161382437)
(364,2342.9882993273204,1456.5423441166058)
(365,372.28061440587044,-371.27986006624997)
(370,2874.6112436151598,918.47009408380836)
(374,-893.45123558898922,-1395.3851344622672)
(377,-1354.5765963841695,-450.1170630576089)
(382,4968.1893224788364,-513.60936617199332)
(384,2256.2562565448461,-2259.5921043436974)
(387,377.61797088501044,-242.84971979167312)
(391,5646.5895699370885,-534.95879208669066)
(392,3452.6024723136798,829.2917629154399)
(393,2429.3867573302705,773.91668944619596)
(394,-123.87114828219637,-1463.5476244958118)
(396,3832.2219518780475,-601.00857851374894)
