(3,1168.2138993276749,1098.2722904682159)
(8,6218.0202979637543,-2100.5833592424169)
(9,879.88545453851111,596.22719666734338)
(11,-870.76747055351734,969.50856541376561)
(12,1220.8090996305691,-189.92093470878899)
(13,2206.3297344811726,23.350934594869614)
(17,4958.8489486408653,-2312.6320843528956)
(21,4553.4322460948024,-192.70080787502229)
(23,-2044.2075314336689,-259.8625435680151)
(26,-100.74260354007129,1425.741349437274)
(27,3846.0101227818523,-553.75073468964547)
(30,2411.373179213726,1440.1966899009421)
(32,4306.3571190903895,-188.3642057357356)
(34,6371.1357119532768,343.14754362497479)
(37,2602.7396479690215,327.02427926193923)
(39,6065.0160789007787,-159.67591466195881)
(40,2564.3773982767016,892.45048124995083)
(47,234.28771044022869,736.99997380003333)
(48,6137.0703913664911,20.904646208509803)
(50,6157.975037575583,109.63819767069072)
(53,2065.0009827160975,-936.15008742082864)
(57,2129.9388198765228,226.72645542863756)
(60,-1084.9288992710644,-1220.1419300707057)
(62,1418.4024842779618,747.11871212441474)
(66,2249.5845609459793,1414.955441551283)
(68,5088.9470128150424,1071.5855080736801)
(69,3235.1051957966993,-2017.0759693328291)

