35611
(1,0,-0)
(2,6293.9664328618674,1150.5339059904218)
(3,1168.2138993276749,1098.2722904682159)
(4,2073.3406022145646,592.44656916242093)
(8,6218.0202979637543,-2100.5833592424169)
(9,879.88545453851111,596.22719666734338)
(11,-870.76747055351734,969.50856541376561)
(12,1220.8090996305691,-189.92093470878899)
(13,2206.3297344811726,23.350934594869614)
(14,4552.8762714612531,1015.7656548982486)
(16,2267.3757492093137,-382.51054765749723)
(17,4958.8489486408653,-2312.6320843528956)
(20,-1582.6373909320682,-1634.78781152796)
(21,4553.4322460948024,-192.70080787502229)
(23,-2044.2075314336689,-259.8625435680151)
(24,1901.5444405486342,1209.9119968190789)
(25,3206.4169047224568,846.30458669178188)
(26,-100.74260354007129,1425.741349437274)
(27,3846.0101227818523,-553.75073468964547)
(28,2461.0773114240728,999.4200006807223)
(30,2411.373179213726,1440.1966899009421)
(32,4306.3571190903895,-188.3642057357356)
(34,6371.1357119532768,343.14754362497479)
(37,2602.7396479690215,327.02427926193923)
(39,6065.0160789007787,-159.67591466195881)
(40,2564.3773982767016,892.45048124995083)
(41,-1686.8270371977706,1303.31573520042)
(43,6161.1996904483531,-1975.9338464746252)
(45,-324.13321116880979,-780.8107748972252)
(46,6274.3961257725023,1157.4279914433137)
(47,234.28771044022869,736.99997380003333)
(48,6137.0703913664911,20.904646208509803)
(49,2331.090442176559,490.59201635513455)
(50,6157.975037575583,109.63819767069072)
(53,2065.0009827160975,-936.15008742082864)
(56,5212.0397966104792,-843.85829830635339)
(57,2129.9388198765228,226.72645542863756)
(60,-1084.9288992710644,-1220.1419300707057)
(62,1418.4024842779618,747.11871212441474)
(63,1052.6823705439456,1029.6650207284838)
(65,6510.3517601122148,1217.80683661066)
(66,2249.5845609459793,1414.955441551283)
(67,2408.8156959010521,-2071.3390935342759)
(68,5088.9470128150424,1071.5855080736801)
(69,3235.1051957966993,-2017.0759693328291)
(71,6170.0952845799038,-130.87642866186798)
(72,4289.3442953139311,1097.9387056883425)
(73,-670.72779752011411,959.72341186925769)
(74,-1722.8541934307432,-677.39949311874807)
(75,4233.07966243173,-231.17425249423832)
(76,2087.4623578982428,-424.31984007544816)
(80,2551.1452020059805,348.26251025125384)
(81,294.22177590150386,868.98835172783583)
(82,1483.5627112917136,669.72704318072647)
(83,2821.6824585322756,-1820.2609491711482)
(84,268.202163066715,94.293297794647515)
(88,-95.294052134384401,381.28740346431732)
(89,2816.2339071265887,665.9464156748727)
(91,4873.6736348310951,1268.7341130143031)
(92,1796.1316500894027,1378.8170903930441)
(93,2873.3880994220963,907.2394064925611)
(94,329.24817779439036,-875.77124225255102)
(96,555.41865858947858,667.39194971974939)
(97,4320.7012646277435,886.66834506392479)
(98,2884.5075920864474,1033.4456482343376)
(100,2960.3425320580136,-1801.8025913480669)
(101,2292.3946077043656,1217.5844467580318)
(102,4065.7312978317495,-33.580867846496403)
(106,6230.251739894622,993.97144927550107)
(107,357.49168916221242,-181.02534057758749)
(108,2719.8279057258042,1213.0254547651857)
(109,1721.6310492377961,258.41700952127576)
(110,4961.2952370269923,-2352.2174782389775)
(111,2657.0027721716324,566.87173603381962)
(112,522.61615522939246,262.97600151412189)
(113,2474.6430924746674,1232.9293466350064)
(115,4654.5084344146308,985.18705007061362)
(116,2538.2465905153658,372.16941947955638)
(118,2073.1182123611216,-349.48565444350243)
(119,611.46090161846951,353.9334515100345)
(124,2323.1956023846287,345.26024723146111)
(125,357.15810438233893,920.58279769029468)
(126,2275.4929788542213,1266.7326043350622)
(127,1896.0958891429473,1348.4608754189685)
(128,-1789.0151747843483,-1210.3567765261978)
(131,156.34006686217617,787.70486035011709)
(133,3348.7464108276181,640.14919269271195)
(134,2910.0824252146995,607.90266396570951)
(136,4634.4933476186125,1281.9663092847914)
(137,-153.89377847604919,683.0704343765974)
(138,2130.1612097298494,1287.0812759110704)
(141,2020.0782323516905,1480.5604482721537)
