39914
(1,25202)
(2,16282)
(3,13998)
(3,7989)
(4,26685)
(8,4547)
(9,38220)
(9,4237)
(11,11860)
(12,23667)
(13,35622)
(16,42255)
(16,38515)
(17,24063)
(20,23273)
(21,21085)
(23,50420)
(24,22333)
(25,36737)
(26,32543)
(27,34290)
(28,32950)
(30,12512)
(32,7501)
(34,20637)
(37,7964)
(39,42391)
(40,16092)
(41,28848)
(43,4668)
(45,35827)
(46,6635)
(47,50241)
(48,37151)
(49,29835)
(50,40343)
(53,34022)
(53,52086)
(56,31408)
(57,16226)
(60,5018)
(60,32196)
(62,10807)
(63,8914)
(65,18102)
(66,48665)
(67,49673)
(68,37479)
(69,31874)
(71,1009)
(72,15117)
(72,18845)
(73,4844)
(74,48560)
(75,689)
(76,50910)
(80,38582)
(80,13039)
(81,46922)
(82,31858)
(83,52182)
(84,51584)
(84,44881)
(88,185)
(89,30034)
(91,48322)
(92,30527)
(93,8281)
(94,37391)
(96,23628)
(97,32802)
(98,26020)
(98,35533)
(100,33066)
(101,15037)
(102,41705)
(102,22199)
(106,20449)
(107,32465)
(108,12751)
(109,25536)
(110,25754)
(111,5238)
(112,28279)
(113,2515)
(115,29595)
(116,33814)
(118,29681)
(118,37275)
(119,48356)
(124,4514)
(125,19233)
(126,43456)
(127,23413)
(128,19260)
(131,36238)
(133,7028)
(134,48726)
(136,49117)
(137,13533)
(138,4075)
(141,11820)
(142,50426)
(143,24230)
(144,46523)
(146,32276)
(147,43227)
(147,28957)
(148,40045)
(149,48704)
(152,32426)
(153,278)
(155,51141)
(156,16318)
(158,19696)
(158,47848)
(159,15797)
(162,4145)
(163,46302)
(164,48640)
(165,40849)
(169,45149)
(170,23769)
(173,27968)
(173,9456)
(174,24080)
(174,1323)
(175,43184)
(177,31931)
(179,34108)
(180,8403)
(183,45592)
(184,24280)
(184,42236)
(185,38550)
(186,53210)
(189,33017)
(190,43484)
(194,20916)
(195,24850)
(196,3631)
(197,31761)
(197,40087)
(199,8955)
(200,49386)
(201,48903)
(202,15961)
(205,25666)
(206,10066)
(209,7772)
(209,53411)
(211,6872)
(212,29462)
(213,41621)
(215,19530)
(215,17325)
(216,2788)
(217,32406)
(218,1349)
(219,17887)
(221,14398)
(222,39875)
(224,40487)
(225,52817)
(226,52589)
(229,24090)
(232,14886)
(233,8115)
(233,37884)
(235,10921)
(236,21116)
(238,37365)
(239,13125)
(241,4708)
(242,13017)
(243,27734)
(244,22118)
(246,39801)
(247,11079)
(248,8335)
(249,36438)
(250,38001)
(251,53313)
(253,39042)
(254,14853)
(257,51522)
(258,19208)
(259,38053)
(260,41381)
(261,33918)
(262,53474)
(263,147)
(264,47277)
(265,7373)
(267,19916)
(268,5842)
(269,51439)
(271,24364)
(272,29611)
(273,42287)
(275,38542)
(277,39444)
(278,44640)
(279,37614)
(284,19862)
(285,51092)
(286,33492)
(287,19567)
(290,45047)
(293,44932)
(294,37191)
(296,17625)
(297,46731)
(297,9158)
(298,7656)
(299,46758)
(300,49331)
(301,23414)
(303,47849)
(305,12198)
(306,45903)
(307,51068)
(308,42918)
(310,37354)
(311,12941)
(312,53456)
(314,45843)
(316,31001)
(317,2944)
(318,31354)
(319,12951)
(320,4912)
(321,36089)
(322,36782)
(323,3722)
(323,4652)
(323,42137)
(324,24326)
(326,29857)
(327,49000)
(330,13437)
(331,23752)
(333,6731)
(333,25046)
(336,48870)
(337,47070)
(338,34231)
(339,51543)
(341,9653)
(342,6301)
(342,3281)
(345,7580)
(345,26056)
(346,7140)
(350,49393)
(351,10127)
(351,42451)
(352,47010)
(353,18013)
(354,16123)
(355,17244)
(355,8660)
(356,44741)
(357,38637)
(359,29734)
(360,2549)
(361,20937)
(362,50254)
(363,37534)
(364,34231)
(365,22188)
(367,50899)
(369,4476)
(370,5957)
(370,26139)
(372,53451)
(373,39089)
(374,8050)
(377,43704)
(377,18464)
(378,50503)
(379,14308)
(380,35678)
(381,666)
(382,32654)
(383,7317)
(384,47435)
(386,18975)
(387,12943)
(387,48089)
(388,36881)
(389,37396)
(389,12530)
(391,50785)
(392,1584)
(393,38621)
(394,19624)
(396,52115)
(397,34547)
(398,4024)
(401,40658)
(403,36660)
(408,21745)
(409,2072)
(410,17510)
(412,39457)
(413,5698)
(413,30893)
(414,44350)
(415,29375)
(421,50841)
(422,49946)
(423,43491)
(425,32800)
(426,40754)
(431,4743)
(432,41069)
(432,21031)
(435,2858)
(435,49706)
(435,35106)
(435,6595)
(436,37320)
(437,31789)
(440,50212)
(441,37877)
(443,22748)
(444,10862)
(447,51434)
(448,24328)
(449,21164)
(450,11060)
(452,12674)
(453,53374)
(454,45092)
(456,48648)
(457,48068)
(457,18324)
(458,41267)
(458,12091)
(459,32907)
(460,7016)
(463,241)
(465,46352)
(466,9261)
(466,39124)
(467,30226)
(470,22846)
(472,17260)
(472,9281)
(473,19120)
(474,15862)
(477,42475)
(477,34930)
(478,43359)
(479,27585)
(480,15951)
(481,12895)
(482,49967)
(483,47121)
(485,42638)
(487,26524)
(488,47233)
(488,7350)
(489,32235)
(492,34014)
(493,52134)
(495,40346)
(496,34883)
(497,47597)
(497,48818)
(498,39097)
(498,47410)
(500,29247)
(506,41126)
(508,50487)
(511,32592)
(513,36799)
(514,37674)
(517,39203)
(518,16902)
(519,10145)
(520,3327)
(521,28304)
(523,14231)
(525,21014)
(526,39854)
(532,38105)
(535,908)
(536,21642)
(538,31254)
(539,41642)
(539,49274)
(540,44266)
(541,7225)
(543,51821)
(545,18604)
(546,21551)
(548,33033)
(550,40883)
(553,1138)
(553,33879)
(554,28183)
(556,31286)
(556,11815)
(558,3052)
(559,35870)
(560,21778)
(562,11502)
(563,18448)
(565,17804)
(566,47174)
(567,52095)
(568,37550)
(569,16718)
(570,15150)
(573,26200)
(575,1745)
(576,38514)
(578,50891)
(578,6766)
(579,36834)
(580,11094)
(580,34631)
(582,1533)
(583,41944)
(586,22930)
(587,1924)
(587,37138)
(590,9767)
(591,18359)
(593,20464)
(593,35169)
(594,46081)
(595,33083)
(596,31989)
(597,7002)
(598,39424)
(600,29985)
(601,6053)
(603,34388)
(606,48868)
(607,43039)
(607,9100)
(608,24963)
(608,43966)
(609,38341)
(614,28834)
(627,7787)
(627,2769)
(628,22154)
(630,26067)
(632,18808)
(632,52247)
(633,13193)
(636,46694)
(637,27154)
(640,159)
(640,17158)
(641,14654)
(642,31038)
(642,21454)
(643,49748)
(644,15822)
(646,19303)
(646,39168)
(651,44213)
(653,25101)
(654,3876)
(656,38957)
(657,19327)
(658,7421)
(659,11474)
(659,2546)
(662,22819)
(662,14323)
(664,9765)
(666,11948)
(667,42815)
(670,52026)
(671,46934)
(672,1716)
(674,34175)
(676,39266)
(677,26328)
(680,10407)
(688,36346)
(689,51888)
(690,22783)
(691,6121)
(692,26567)
(693,42968)
(695,17546)
(696,12496)
(697,6303)
(697,15041)
(700,45115)
(702,6677)
(705,46312)
(706,44978)
(709,30450)
(710,6895)
(711,34009)
(712,32766)
(713,21636)
(714,7446)
(716,23041)
(716,38706)
(718,13240)
(719,29301)
(721,41751)
(722,53458)
(724,29200)
(725,10154)
(726,22345)
(728,17590)
(729,22759)
(732,14913)
(732,9985)
(733,39508)
(734,18639)
(737,40053)
(741,15772)
(742,39410)
(743,37384)
(743,27679)
(744,42991)
(745,38970)
(747,33999)
(748,33565)
(749,21162)
(749,14940)
(750,25573)
(751,39290)
(753,10881)
(754,29101)
(757,39401)
(758,5156)
(758,45383)
(759,4101)
(761,8123)
(762,25733)
(763,28669)
(766,35556)
(767,16206)
(768,47979)
(769,44335)
(770,4639)
(772,37721)
(772,16292)
(772,30761)
(773,29360)
(774,43097)
(776,36896)
(777,35625)
(778,36012)
(778,39990)
(781,15176)
(782,8768)
(783,35718)
(784,11901)
(788,34354)
(790,23379)
(791,48327)
(792,45098)
(795,10590)
(797,5316)
(797,26836)
(798,43734)
(800,22984)
(800,53157)
(804,46475)
(805,28599)
(806,13105)
(807,15977)
(808,53305)
(809,37912)
(811,38579)
(813,24358)
